"id","date","x_coord","y_coord","hired"
11228,"2013-03-08T18:06:15",17.9740867614746,59.260555267334,f
11146,"2013-03-01T22:47:53",18.0070724487305,59.2778129577637,f
11245,"2013-03-01T22:48:26",17.9539394378662,59.3570251464844,t
11464,"2013-03-08T18:06:31",18.1621513366699,59.3108901977539,f
10729,"2013-03-05T15:04:46",18.0748252868652,59.326530456543,f
11257,"2013-03-01T22:48:11",18.0701847076416,59.3342094421387,t
